page_route,page_purpose,block,control_label,control_type,what_it_does,component_package,shared_or_unique,binding_shell,viewmodel_or_hook,data_source,read_or_write,operation_name,ui_states_present,auth_required,status,notes,max_length,required,default_value,destination_page
/studio/story-rooms/[id],"The live Story chat workspace: converse with cast, manage NPCs and player character, view world/scenario state, and configure runtime mechanics. Superseded in product intent, not in code, by the wave C1-C5 chat build at /studio/v2/stories/[id] (docs/plans/FABLE-GATE-PLAN.md); this legacy tree stays live and unedited per CLAUDE.md and is the crawl source the new surface was designed against, parity walked row by row in docs/reviews/CHAT-PARITY-ECHO-C6.md.",runtime mechanics panel / picker modal,Mine / Community source tabs,tabs,Switches between the user's own and community mechanics-module creations in the picker.,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-module-picker,shared,MechanicsModulePickerModal,useMechanicsModulePickerViewModel,fe_api_route,read,creationClient.fetchOwnedCreations / fetchCommunityCreations GET /api/studio/creations,"loading, error, empty",yes,working,Also used by the my-creations edit mechanics-modules section.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Play > Stories
/studio/story-rooms/[id],"The live Story chat workspace: converse with cast, manage NPCs and player character, view world/scenario state, and configure runtime mechanics. Superseded in product intent, not in code, by the wave C1-C5 chat build at /studio/v2/stories/[id] (docs/plans/FABLE-GATE-PLAN.md); this legacy tree stays live and unedited per CLAUDE.md and is the crawl source the new surface was designed against, parity walked row by row in docs/reviews/CHAT-PARITY-ECHO-C6.md.",runtime mechanics panel / picker modal,Search mechanics modules...,input,"Client-side filters the visible module list by title, description, id, tags.",components/studio/my-creations/edit/sections/mechanics-modules/mechanics-module-picker,shared,MechanicsModulePickerModal,useMechanicsModulePickerViewModel,local_state,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Play > Stories
/studio/story-rooms/[id],"The live Story chat workspace: converse with cast, manage NPCs and player character, view world/scenario state, and configure runtime mechanics. Superseded in product intent, not in code, by the wave C1-C5 chat build at /studio/v2/stories/[id] (docs/plans/FABLE-GATE-PLAN.md); this legacy tree stays live and unedited per CLAUDE.md and is the crawl source the new surface was designed against, parity walked row by row in docs/reviews/CHAT-PARITY-ECHO-C6.md.",runtime mechanics panel / picker modal,Mechanics module card,button,Selects a module and attaches it to the room as the (single) room-level mechanics binding.,components/studio/story-rooms/story-room-runtime-mechanics-panel,unique,StoryRoomRuntimeMechanicsPanel,useStoryRoomRuntimeMechanicsPanelViewModel,fe_api_route,write,storyRoomClient.upsertStoryRoomEngineModuleBinding POST /api/studio/story-rooms/[id]/engine-module-bindings,"loading, error",yes,working,onUpdated reloads the whole room snapshot after save.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Play > Stories
/studio/story-rooms/[id],"The live Story chat workspace: converse with cast, manage NPCs and player character, view world/scenario state, and configure runtime mechanics. Superseded in product intent, not in code, by the wave C1-C5 chat build at /studio/v2/stories/[id] (docs/plans/FABLE-GATE-PLAN.md); this legacy tree stays live and unedited per CLAUDE.md and is the crawl source the new surface was designed against, parity walked row by row in docs/reviews/CHAT-PARITY-ECHO-C6.md.",runtime mechanics panel / picker modal,Close (mechanics picker),button,Closes the picker without attaching a module.,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-module-picker,shared,StoryRoomRuntimeMechanicsPanel,useStoryRoomRuntimeMechanicsPanelViewModel,local_state,none,,none,no,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Play > Stories
/studio/story-rooms/[id],"The live Story chat workspace: converse with cast, manage NPCs and player character, view world/scenario state, and configure runtime mechanics. Superseded in product intent, not in code, by the wave C1-C5 chat build at /studio/v2/stories/[id] (docs/plans/FABLE-GATE-PLAN.md); this legacy tree stays live and unedited per CLAUDE.md and is the crawl source the new surface was designed against, parity walked row by row in docs/reviews/CHAT-PARITY-ECHO-C6.md.",runtime mechanics panel,Enabled,checkbox,Enables/disables the attached mechanics binding without removing it.,components/studio/story-rooms/story-room-runtime-mechanics-panel,unique,StoryRoomRuntimeMechanicsPanel,useStoryRoomRuntimeMechanicsPanelViewModel,fe_api_route,write,storyRoomClient.upsertStoryRoomEngineModuleBinding POST /api/studio/story-rooms/[id]/engine-module-bindings,"loading, error",yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Play > Stories
/studio/story-rooms/[id],"The live Story chat workspace: converse with cast, manage NPCs and player character, view world/scenario state, and configure runtime mechanics. Superseded in product intent, not in code, by the wave C1-C5 chat build at /studio/v2/stories/[id] (docs/plans/FABLE-GATE-PLAN.md); this legacy tree stays live and unedited per CLAUDE.md and is the crawl source the new surface was designed against, parity walked row by row in docs/reviews/CHAT-PARITY-ECHO-C6.md.",runtime mechanics panel,Mechanics Scope,select,Sets the binding's scope mode (STORY_ROOM vs BINDING_OWNER).,components/studio/story-rooms/story-room-runtime-mechanics-panel,unique,StoryRoomRuntimeMechanicsPanel,useStoryRoomRuntimeMechanicsPanelViewModel,fe_api_route,write,storyRoomClient.upsertStoryRoomEngineModuleBinding POST /api/studio/story-rooms/[id]/engine-module-bindings,"loading, error",yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Play > Stories
/studio/story-rooms/[id],"The live Story chat workspace: converse with cast, manage NPCs and player character, view world/scenario state, and configure runtime mechanics. Superseded in product intent, not in code, by the wave C1-C5 chat build at /studio/v2/stories/[id] (docs/plans/FABLE-GATE-PLAN.md); this legacy tree stays live and unedited per CLAUDE.md and is the crawl source the new surface was designed against, parity walked row by row in docs/reviews/CHAT-PARITY-ECHO-C6.md.",runtime mechanics panel,Priority,input,Sets the binding's numeric priority.,components/studio/story-rooms/story-room-runtime-mechanics-panel,unique,StoryRoomRuntimeMechanicsPanel,useStoryRoomRuntimeMechanicsPanelViewModel,fe_api_route,write,storyRoomClient.upsertStoryRoomEngineModuleBinding POST /api/studio/story-rooms/[id]/engine-module-bindings,"loading, error",yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Play > Stories
/studio/story-rooms/[id],"The live Story chat workspace: converse with cast, manage NPCs and player character, view world/scenario state, and configure runtime mechanics. Superseded in product intent, not in code, by the wave C1-C5 chat build at /studio/v2/stories/[id] (docs/plans/FABLE-GATE-PLAN.md); this legacy tree stays live and unedited per CLAUDE.md and is the crawl source the new surface was designed against, parity walked row by row in docs/reviews/CHAT-PARITY-ECHO-C6.md.",runtime mechanics panel,Remove,button,Deletes the room's mechanics-module binding entirely.,components/studio/story-rooms/story-room-runtime-mechanics-panel,unique,StoryRoomRuntimeMechanicsPanel,useStoryRoomRuntimeMechanicsPanelViewModel,fe_api_route,write,storyRoomClient.deleteStoryRoomEngineModuleBinding DELETE /api/studio/story-rooms/[id]/engine-module-bindings/[moduleId],"loading, error",yes,working,,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Play > Stories
/studio/story-rooms/[id],"The live Story chat workspace: converse with cast, manage NPCs and player character, view world/scenario state, and configure runtime mechanics. Superseded in product intent, not in code, by the wave C1-C5 chat build at /studio/v2/stories/[id] (docs/plans/FABLE-GATE-PLAN.md); this legacy tree stays live and unedited per CLAUDE.md and is the crawl source the new surface was designed against, parity walked row by row in docs/reviews/CHAT-PARITY-ECHO-C6.md.",mobile cast/state drawer,Close panel (X),button,Closes the mobile Cast or State drawer overlay.,components/studio/story-rooms/story-room-mobile-drawer,unique,StoryRoomChatShell,useStoryRoomChatShellViewModel,local_state,none,,none,no,working,Same StoryRoomMobileDrawer component wraps both the cast and state drawer contents.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),Play > Stories
/studio/v2/stories,"Pre-parity staging address for the Stories hub (docs/BUILD-BLUEPRINT.md 3.1 row 4). Fixture-driven, no live data.",continue group,Continue button (per row),button,"Per-row Continue action inside each KitContinueRow; routes to /studio/v2/stories/[id] (wave C5, real navigation, StoriesV2Mockup.jsx handleContinue).",components/kit/promo-banner,shared,KitPromoBanner,none,fixture,none,,none,no,working,"One control per rendered row, not a single banner CTA. See the row above.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),/studio/v2/stories/[id]
/studio/v2/stories,"Pre-parity staging address for the Stories hub (docs/BUILD-BLUEPRINT.md 3.1 row 4). Fixture-driven, no live data.",startable shelf,Play / Expand (contextual third action),button,"Opens KitAssetDetailPopup for character/story/adventure kinds; Play is the primary action (R9), credits collapsed per R1. Play now routes to /studio/v2/stories/[id] (wave C5, real navigation, StoriesV2Mockup.jsx handlePlay).",components/kit/creation-card,shared,KitCreationCard,none,fixture,none,,none,no,working,"Creation-card contract 3.2.0, ruled 11 Aug 2026: the card face's third overlay icon is contextual (resolveContextualAction, KitCreationCard.view.jsx:49-57): Play (""Start Chat"") on Story and Adventure kind cards where onPlay is wired, Generate on Image kind cards where onGenerate is wired, Expand as the universal fallback. Like and Save unchanged. Story/Adventure-kind fixtures wire onPlay, StoriesV2Mockup.jsx:663-667.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),/studio/v2/stories/[id]
/studio/v2/stories,"Pre-parity staging address for the Stories hub (docs/BUILD-BLUEPRINT.md 3.1 row 4). Fixture-driven, no live data.",asset detail popup,Primary action (Play),button,"Routes to /studio/v2/stories/[id] (wave C5, real navigation, shared handlePlay).",components/kit/asset-detail-popup,shared,KitAssetDetailPopup,useKitAssetDetailPopupViewModel,fixture,none,,none,no,working,Added 10 Aug 2026 review gate (audit find D-5: this surface's controls were unmapped on this page). Wired for real navigation wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),/studio/v2/stories/[id]
components/studio/chat/chat-message,"New LOOM package (wave C1, docs/plans/FABLE-GATE-PLAN.md): portable chat message bubble, six tones (PLAYER/CHARACTER/NARRATOR/SYSTEM/MEDIA/OPENING) mapped onto tokens, SEMANTIC/LEGACY body modes, streaming-ready generation cursor (O9), fixture-only palette demo gate (O7). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",message actions,Copy message,button,"Copies the message's plain text to the clipboard (navigator.clipboard, with a document.execCommand fallback) and shows COPIED/FAILED feedback for 1.8s.",components/studio/chat/chat-message,shared,ChatMessage,useChatMessageViewModel,local_state,none,,"rest, COPIED, FAILED",no,working,Preview at /dev/ui-preview/chat-message. Fully self-contained; no page hosts this control yet.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-message,"New LOOM package (wave C1, docs/plans/FABLE-GATE-PLAN.md): portable chat message bubble, six tones (PLAYER/CHARACTER/NARRATOR/SYSTEM/MEDIA/OPENING) mapped onto tokens, SEMANTIC/LEGACY body modes, streaming-ready generation cursor (O9), fixture-only palette demo gate (O7). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",message actions,Regenerate response,button,Caller-driven action (canRegenerate/regeneratePending/regenerateError/onRegenerate props); requires a real message and session id that does not exist until the chat page shell (wave C5) wires a live room.,components/studio/chat/chat-message,shared,ChatMessage,useChatMessageViewModel,fixture,none,,"rest, pending, error",no,stubbed,Preview at /dev/ui-preview/chat-message. Wiring lands with wave C5's chat page shell.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-message,"New LOOM package (wave C1, docs/plans/FABLE-GATE-PLAN.md): portable chat message bubble, six tones (PLAYER/CHARACTER/NARRATOR/SYSTEM/MEDIA/OPENING) mapped onto tokens, SEMANTIC/LEGACY body modes, streaming-ready generation cursor (O9), fixture-only palette demo gate (O7). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",message actions,Continue response,button,Caller-driven action (canContinue/continuePending/continueError/onContinue props); requires a real message and session id that does not exist until the chat page shell (wave C5) wires a live room.,components/studio/chat/chat-message,shared,ChatMessage,useChatMessageViewModel,fixture,none,,"rest, pending, error",no,stubbed,Preview at /dev/ui-preview/chat-message. Wiring lands with wave C5's chat page shell.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-message,"New LOOM package (wave C1, docs/plans/FABLE-GATE-PLAN.md): portable chat message bubble, six tones (PLAYER/CHARACTER/NARRATOR/SYSTEM/MEDIA/OPENING) mapped onto tokens, SEMANTIC/LEGACY body modes, streaming-ready generation cursor (O9), fixture-only palette demo gate (O7). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",message actions,Report message,button,Caller-driven action (canReport/reportPending/reportSubmitted/reportError/onReport props); the actual reason-code and comment dialog is wave C4's chat-session-dialogs package.,components/studio/chat/chat-message,shared,ChatMessage,useChatMessageViewModel,fixture,none,,"rest, pending, submitted, error",no,stubbed,Preview at /dev/ui-preview/chat-message. Wiring lands with wave C5's chat page shell; dialog lands with wave C4.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-transcript,"New LOOM package (wave C1, docs/plans/FABLE-GATE-PLAN.md): portable message list, client windowing, opening hero image, improved scroll law (auto-scroll suppressed once the reader scrolls up), 68ch reading measure. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",transcript,Load Earlier (n),button,"Reveals 10 more earlier messages per press (client-side windowing, 12 visible by default); shows the remaining hidden count.",components/studio/chat/chat-transcript,shared,ChatTranscript,useChatTranscriptViewModel,local_state,none,,"hidden (no earlier messages), visible with count",no,working,"Preview at /dev/ui-preview/chat-transcript. No server pagination in this contract, matching the crestfall-main baseline.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-transcript,"New LOOM package (wave C1, docs/plans/FABLE-GATE-PLAN.md): portable message list, client windowing, opening hero image, improved scroll law (auto-scroll suppressed once the reader scrolls up), 68ch reading measure. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",transcript,Jump to latest,button,Appears once the reader has scrolled more than 96px from the bottom; scrolls to the newest message and clears the scrolled-up state. Closes the baseline's unconditional-auto-scroll defect (research section C).,components/studio/chat/chat-transcript,shared,ChatTranscript,useChatTranscriptViewModel,local_state,none,,"hidden, visible",no,working,Preview at /dev/ui-preview/chat-transcript.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,Mode selector (Dialogue/Action/OOC/Direct),tabs,Segmented pill control switching composer mode; each mode carries its own placeholder text.,components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,local_state,none,,"rest, selected",no,working,Preview at /dev/ui-preview/chat-composer. Desktop and mobile-sheet copies share the same control.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,"Next Speaker row (Auto, Random, participant portraits)",button-group,"Selects the routed speaker; selecting a participant with a non-empty draft sends to them, selecting one with an empty draft yields the next turn (PLAYER_YIELD_TO_CHARACTER).",components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,fixture,none,,"rest, selected, disabled",no,stubbed,Preview at /dev/ui-preview/chat-composer. Portrait-yield and routed send are caller-driven (onChangeSpeaker); wired live with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,Command autocomplete menu (/),menu,"Filters the three composer commands (help, summary/recap, commands) as the draft is typed; arrow keys move highlight, Enter/Tab select, Escape dismisses.",components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,local_state,none,,"closed, open, highlighted row",no,working,Preview at /dev/ui-preview/chat-composer. Command data ported from the crestfall-main chat baseline registry.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,Mention autocomplete menu (@),menu,"Filters participant mention suggestions as the draft is typed; same keyboard precedence as the command menu, lower priority.",components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,fixture,none,,"closed, open, highlighted row",no,stubbed,Preview at /dev/ui-preview/chat-composer. Suggestion options are caller-supplied; live participant data wired with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,Location autocomplete menu (#),menu,"Filters registered-location mention suggestions as the draft is typed, ranked current/adjacent/sibling first; lowest keyboard precedence of the three menus.",components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,fixture,none,,"closed, open, highlighted row",no,stubbed,Preview at /dev/ui-preview/chat-composer. Suggestion options are caller-supplied; live registry data wired with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,Send / Continue Scene,button,Submits the draft; an empty draft with Auto speaker relabels to Continue Scene and sends PLAYER_YIELD_TO_AUTO instead.,components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,fixture,none,,"rest, disabled, pending (Sending / Choosing next responder)",no,stubbed,Preview at /dev/ui-preview/chat-composer. onSend is caller-driven; wired live with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,Stop generating,button,"Replaces Send while a response is streaming; honest absence entirely when streamingSupported is false (O9, no streaming transport yet).",components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,fixture,none,,"absent, rest",no,stubbed,Preview at /dev/ui-preview/chat-composer. Renders only once CR-044 streaming transport lands and the caller sets streamingSupported.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,Scene Image seat + confirm sheet,button+dialog,Opens a cost-and-confirm sheet (KitModalFrame variant=sheet) before generating a scene image; honest absence when unavailable rather than a dead disabled button (O10).,components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,fixture,none,,"unavailable, rest, sheet open, pending, error",no,stubbed,"Preview at /dev/ui-preview/chat-composer. onConfirm is caller-driven, a fixture-first honest stub per O10; real generation lands with a later wave.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,Use Current Scene,button,Direct scene-describe action seat; honest absence when unavailable (O10).,components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,fixture,none,,"unavailable, rest, pending",no,stubbed,"Preview at /dev/ui-preview/chat-composer. onUse is caller-driven, a fixture-first honest stub per O10; real behavior lands with a later wave.",n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,Open tools (mobile),button,"Opens the mobile Room Tools sheet (KitModalFrame variant=sheet, R7 structural close header, R4-safe) carrying mode, speaker row, Cast/State seats, and disabled Export/Share stubs.",components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,local_state,none,,"closed, open",no,working,Preview at /dev/ui-preview/chat-composer (mobile-tools-open fixture seeds it via initialToolsOpen for isolated preview).,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,"Cast / Room, State (mobile tools sheet)",button,Opens the cast/room panel or the state panel from the mobile tools sheet.,components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,fixture,none,,rest,no,stubbed,Preview at /dev/ui-preview/chat-composer. onOpenCast/onOpenState are caller-driven; the chat-cast-panel and chat-state-panel packages are wave C3.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-composer,"New LOOM package (wave C2, docs/plans/FABLE-GATE-PLAN.md): portable chat composer, DIALOGUE/ACTION/OOC/DIRECT modes, slash/at/hash autocompletes with baseline precedence, speaker row with Continue Scene and portrait-yield semantics, streaming-ready stop-generation seat (O9), no hard length cap with a quiet counter past 2,000 (O5), Scene Image / Use Current Scene seats (O10). Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",composer,"Export, Share (mobile tools sheet, disabled stubs)",button,Honest disabled placeholders; the real dialogs are wave C4's chat-session-dialogs package.,components/studio/chat/chat-composer,shared,ChatComposer,useChatComposerViewModel,none,none,,disabled,no,stubbed,Preview at /dev/ui-preview/chat-composer.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-npc-manager,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the registry NPC four-section lifecycle (Loaded/Unload, Narrative Targets/Load Now, Available/Load, Previously Loaded/Reload) with notices. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",npc lifecycle,Toggle Manage Registry NPCs,button,Expands/collapses the four-section NPC lifecycle panel.,components/studio/chat/chat-npc-manager,shared,ChatNpcManager,useChatNpcManagerViewModel,local_state,none,,"closed, open",no,working,Preview at /dev/ui-preview/chat-npc-manager.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
components/studio/chat/chat-npc-manager,"New LOOM package (wave C3, docs/plans/FABLE-GATE-PLAN.md): the registry NPC four-section lifecycle (Loaded/Unload, Narrative Targets/Load Now, Available/Load, Previously Loaded/Reload) with notices. Wired to app/studio/v2/stories/[id] (wave C5), composed via ChatShell against a mock snapshot pending CR-043; the legacy story-rooms tree is unrelated read-only reference.",npc lifecycle,NPC section action (Unload/Load Now/Load/Reload),button,Per-entry action across all four lifecycle sections; emits an opaque actionId.,components/studio/chat/chat-npc-manager,shared,ChatNpcManager,useChatNpcManagerViewModel,fixture,none,,"rest, busy, disabled",no,stubbed,Preview at /dev/ui-preview/chat-npc-manager. Registry load/unload API wiring lands with wave C5.,n/a (not a create or edit flow row),n/a (not a create or edit flow row),n/a (not a create or edit flow row),unassigned
