target,file,section_path,control_label,control_type,default_value,required,validation,saves_via,handler_name,data_source,visible_when,notes
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-core/MechanicsCommandCore.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Core > Invocation,Command Mode,select,MECHANICS_ACTION (normalizeCommandPresentation fallback when mode is not a recognized COMMAND_PRESENTATION_MODES value),no,"Enum restricted to COMMAND_PRESENTATION_MODES: MECHANICS_ACTION, QUERY, STATE_SETTING, PRESENTATION_ACTION, SYSTEM_RESPONSE","model.patchPresentation({mode: event.target.value}) -> createCommandCoreController.patchPresentation -> patchCommand({presentation: normalizeCommandPresentation(...)}) -> onPatchCommand(commandIndex, patch), consumed outside this unit",onChange -> model.patchPresentation({mode: event.target.value}),"onPatchCommand prop, resolved in parent MechanicsModuleAssembly.jsx",ALWAYS,Changing mode also affects continueNarrative and advanceTime defaults on renormalization only when those fields are otherwise unset.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-core/MechanicsCommandCore.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Core > Invocation,Continue the fictional scene after execution,checkbox,"true when mode is MECHANICS_ACTION, otherwise false (normalizeCommandPresentation continueNarrative fallback)",no,NONE,"model.patchPresentation({continueNarrative: event.target.checked}) -> patchCommand({presentation: normalizeCommandPresentation(...)}) -> onPatchCommand(commandIndex, patch), consumed outside this unit",onChange -> model.patchPresentation({continueNarrative: event.target.checked}),"onPatchCommand prop, resolved in parent MechanicsModuleAssembly.jsx",ALWAYS,"Rendered as a checkbox styled with accent color, not a switch component."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-core/MechanicsCommandCore.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Core > Invocation,Creator Aliases,tag-picker,"NONE (model.invocation.aliases, defaults to [] via normalizeCommandStringList)",no,Each token passed through model.normalizeCommandName; normalizeCommandInvocation additionally filters aliases to exclude any alias equal to the canonical command and drops falsy entries,"TokenListField commitDraft calls onChange -> model.patchInvocation({aliases: values.map(normalizeCommandName).filter(Boolean)}) -> patchCommand -> onPatchCommand(commandIndex, patch), consumed outside this unit",TokenListField internal commitDraft -> onChange -> model.patchInvocation,"onPatchCommand prop, resolved in parent MechanicsModuleAssembly.jsx",ALWAYS,"Same TokenListField pattern as Prefixes, with per-chip Remove button."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-core/MechanicsCommandCore.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Core > Invocation,Prefixes,tag-picker,"NONE (model.invocation.prefixes, defaults to [""/""] once a command name is set per normalizeCommandInvocation, else [])",no,"Each token passed through model.normalizeCommandPrefix on add: must be non-empty, at most 3 chars, and contain no whitespace and no alphanumeric characters (regex /\s|[a-z0-9]/i rejects it), else the token is dropped silently","TokenListField commitDraft calls onChange with merged unique token list -> model.patchInvocation({prefixes: values.map(normalizeCommandPrefix).filter(Boolean)}) -> patchCommand -> onPatchCommand(commandIndex, patch), consumed outside this unit",TokenListField internal commitDraft (on blur or Enter/comma keydown) -> onChange -> model.patchInvocation,"onPatchCommand prop, resolved in parent MechanicsModuleAssembly.jsx",ALWAYS,"Chip-style tag picker. Draft input local useState, committed on blur, Enter, or comma. Each chip has its own Remove button that also routes through the same onChange path."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-core/MechanicsCommandCore.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Core > Invocation,Result Visibility,select,FULL (normalizeCommandPresentation fallback when resultVisibility is not a recognized COMMAND_RESULT_VISIBILITIES value),no,"Enum restricted to COMMAND_RESULT_VISIBILITIES: FULL, FULL (duplicate entry in contract array), TOTAL_ONLY, OUTCOME_ONLY, HIDDEN, PRIVATE_TO_ENGINE","model.patchPresentation({resultVisibility: event.target.value}) -> patchCommand({presentation: normalizeCommandPresentation(...)}) -> onPatchCommand(commandIndex, patch), consumed outside this unit",onChange -> model.patchPresentation({resultVisibility: event.target.value}),"onPatchCommand prop, resolved in parent MechanicsModuleAssembly.jsx",ALWAYS,"MechanicsCommandCore.contract.js COMMAND_RESULT_VISIBILITIES contains FULL twice (lines 36-37), so the select renders two visually identical FULL options; this looks like a contract data bug worth flagging."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-core/MechanicsCommandCore.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Core > Triggers,Add Trigger,button,NONE,no,"Same as the draft input: addTrigger rejects empty or duplicate trigger strings, returns false and leaves draft unset in that case","onClick -> submitTrigger() -> model.addTrigger(draft) -> createCommandCoreController.addTrigger -> patchCommand({triggers: [...triggers, normalized]}) -> onPatchCommand(commandIndex, patch), consumed outside this unit",onClick={submitTrigger},"onPatchCommand prop, resolved in parent MechanicsModuleAssembly.jsx",ALWAYS,Companion action to the trigger draft input above.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-core/MechanicsCommandCore.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Core > Triggers,Trigger draft input (placeholder /settled),text,"NONE (local useState draft, initial empty string, not persisted state)",no,submitTrigger only calls model.addTrigger(draft) which requires the trimmed value be non-empty and not already present in model.triggers; on success the draft is cleared,"On Enter keydown, submitTrigger() calls model.addTrigger(draft); on success clears local draft. addTrigger -> createCommandCoreController.addTrigger trims and dedupes then patchCommand({triggers: [...]}) -> onPatchCommand(commandIndex, patch), consumed outside this unit","onKeyDown (Enter) -> submitTrigger -> model.addTrigger(draft); onChange -> setDraft (local only, not itself a save)","onPatchCommand prop, resolved in parent MechanicsModuleAssembly.jsx",ALWAYS,The typed draft text itself only becomes a saved trigger once Enter is pressed or the Add Trigger button is clicked; typing alone does not save.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-core/MechanicsCommandCore.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Core > Triggers > Trigger chip,Remove (trigger),button,NONE,no,NONE,"model.removeTrigger(triggerIndex) -> createCommandCoreController.removeTrigger filters normalizeCommandTriggers(safeCommand.triggers) by index -> patchCommand({triggers: [...]}) -> onPatchCommand(commandIndex, patch), consumed outside this unit",onClick -> model.removeTrigger(triggerIndex),"onPatchCommand prop, resolved in parent MechanicsModuleAssembly.jsx","ALWAYS, rendered once per entry in model.triggers",Repeat pattern: rendered once per trigger chip in model.triggers.map(...). One row emitted here per instruction.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Active Journey Operation (conditional),Active Journey Operation,select,"CONTINUE (domainAction.travelOperation || ""CONTINUE"")",conditional (required/relevant only when type is LOCATION_TRAVEL_OPERATION),"value constrained to LOCATION_TRAVEL_OPERATIONS enum (CONTINUE, STOP, RESUME, APPROACH, ARRIVE) via normalization fallback to CONTINUE if not in the list","patchDomainAction -> patchMechanicsCommandDomainAction -> emit -> onChange prop -> onPatchCommand(commandIndex, { domainAction }) in parent MechanicsModuleAssembly.jsx","inline select onChange calling patchDomainAction({ enabled: true, type: ""LOCATION_TRAVEL_OPERATION"", travelOperation })","LOCATION_TRAVEL_OPERATIONS constant from MechanicsCommandDomainActions.contract.js (static list, not fetched)","domainAction.type !== ""NONE"" AND flags.usesLocation is true AND flags.usesConnectedLocation is false (i.e. type is LOCATION_TRAVEL_OPERATION, since usesLocation covers both LOCATION_TRANSITION and LOCATION_TRAVEL_OPERATION and this branch is the else of usesConnectedLocation)","Help text states the command is converted into canonical travel wording and passed through the active-travel resolver and Location applicator, and never assigns a phase or activates a destination directly."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Apply On Outcomes,"Apply On Outcomes (one checkbox per outcome: Critical Success, Success, Failure, Fumble)",checkbox,"domainAction.applyOnOutcomes defaults to [""CRITICAL_SUCCESS"",""SUCCESS""] whenever enabled is true and no outcomes were supplied (set in normalizeMechanicsCommandDomainAction and changeMechanicsCommandDomainActionType); each checkbox is checked if its outcome value is included in that array",no (no enforced minimum count found in code),"outcome value must be one of COMMAND_DOMAIN_ACTION_OUTCOMES (CRITICAL_SUCCESS, SUCCESS, FAILURE, FUMBLE); toggleMechanicsCommandDomainActionOutcome ignores any outcome not in that list","toggleOutcome (useMechanicsCommandDomainActionsViewModel) calls toggleMechanicsCommandDomainActionOutcome (mechanicsCommandDomainActionsOperations.js), which calls patchMechanicsCommandDomainAction, then emit(next) to onChange prop -> onPatchCommand(commandIndex, { domainAction }) in parent MechanicsModuleAssembly.jsx","toggleOutcome (fires from inline input onChange calling toggleOutcome(outcome, event.target.checked))",COMMAND_DOMAIN_ACTION_OUTCOMES constant from MechanicsCommandDomainActions.contract.js (static list); persisted value lives on domainAction.applyOnOutcomes prop,"domainAction.type !== ""NONE"" (rendered for every enabled domain action type, regardless of which argument fields are shown)","This is a repeat pattern: COMMAND_DOMAIN_ACTION_OUTCOMES.map renders one identical checkbox per outcome (4 total: CRITICAL_SUCCESS, SUCCESS, FAILURE, FUMBLE), counted here as one control row per instructions."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Condition Amount (conditional),Condition Amount Argument,select,"empty string, or domainAction.amountArgumentName set to first number argument or literal ""amount"" on type change","conditional (marked Required in help text; required when flags.requiresAmount, i.e. type is ITEM_DAMAGE or ITEM_REPAIR)","options limited to invocation arguments of type NUMBER; value slugified on normalization; underlying amount is described as clamped 0 to 100 percent by the domain adapter, not enforced in this UI layer","patchDomainAction -> patchMechanicsCommandDomainAction -> emit -> onChange prop -> onPatchCommand(commandIndex, { domainAction }) in parent MechanicsModuleAssembly.jsx","ArgumentSelect onChange inline handler calling patchDomainAction({ enabled: true, type: domainAction.type, amountArgumentName })","invocation.arguments prop, filtered via getMechanicsCommandDomainArgumentOptions",flags.requiresAmount is true (domainAction.type is ITEM_DAMAGE or ITEM_REPAIR),"Help text: the positive amount is subtracted for damage and added for repair, clamped to 0 to 100 percent; clamping itself happens in the domain service outside this unit."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Domain Adapter,Domain Action,select,"NONE (domainAction.type from normalizeMechanicsCommandDomainAction, which defaults to type NONE when no value or an unrecognized type is supplied)",no,value constrained to COMMAND_DOMAIN_ACTION_TYPE_VALUES from the contract; changeMechanicsCommandDomainActionType falls back to NONE if the requested type is not in that list,"useMechanicsCommandDomainActionsViewModel.changeType, which calls changeMechanicsCommandDomainActionType (mechanicsCommandDomainActionsOperations.js) then emit(next) which calls the onChange prop. The parent MechanicsModuleAssembly.jsx wires onChange to onPatchCommand(commandIndex, { domainAction: nextDomainAction }), a prop passed into that parent from further up the tree (outside this unit, not traced further per file scope).",changeType (calls changeMechanicsCommandDomainActionType),"invocation prop (arguments list) plus domainAction prop, both passed in from the parent command object; no direct fetch/API client call inside this unit",ALWAYS,"Selecting a new type resets/derives every dependent argument field via changeMechanicsCommandDomainActionType, retaining compatible existing argument selections where possible."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,"Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Item Argument (Held or Visible, conditional)","Held Item Argument or Visible Item Argument (label from activeItemLabel, depends on domainAction.type)",select,"empty string, or slugified retained/first matching argument name set by changeMechanicsCommandDomainActionType (e.g. ""item"")","conditional (required for most ITEM_* types except when location or participant-condition flags are active; enforced only as a soft missingBindingMessage warning, not a hard block)",options list limited to invocation arguments of type ITEM_HELD or ITEM_VISIBLE depending on flags.usesVisibleItem; value slugified via slugifyId on normalization,"patchDomainAction (useMechanicsCommandDomainActionsViewModel) calling patchMechanicsCommandDomainAction, then emit(next) to onChange prop, same chain as Domain Action control up to onPatchCommand in the parent.","ArgumentSelect onChange inline handler calling patchDomainAction({ enabled: true, type: domainAction.type, itemArgumentName })","invocation.arguments (passed-in prop), filtered by mechanicsCommandDomainActionsNormalization.getMechanicsCommandDomainArgumentOptions","domainAction.type !== ""NONE"" AND !flags.usesLocation AND !flags.usesParticipantCondition",This is the rendered ArgumentSelect helper component reused across several fields in this file; this row covers the item-argument instance of it specifically.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Item Give (conditional),Recipient Argument,select,"empty string, or domainAction.targetArgumentName set to first present-character argument or literal ""target"" on type change to ITEM_GIVE",conditional (required when type is ITEM_GIVE),options limited to invocation arguments of type CHARACTER_PRESENT; value slugified on normalization,"patchDomainAction -> patchMechanicsCommandDomainAction -> emit -> onChange prop -> onPatchCommand(commandIndex, { domainAction }) in parent MechanicsModuleAssembly.jsx","ArgumentSelect onChange inline handler calling patchDomainAction({ enabled: true, type: ""ITEM_GIVE"", targetArgumentName })","invocation.arguments prop, filtered via getMechanicsCommandDomainArgumentOptions","domainAction.type === ""ITEM_GIVE""","Rendered in addition to (below) the item argument select, only for the ITEM_GIVE type."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Location Transition (conditional),Connected Destination Argument,select,"empty string, or slugified retained/first connected-location argument name set on type change (e.g. ""destination"")",conditional (required when type is LOCATION_TRANSITION),options limited to invocation arguments of type LOCATION_CONNECTED; value slugified on normalization,"patchDomainAction -> patchMechanicsCommandDomainAction -> emit -> onChange prop -> onPatchCommand(commandIndex, { domainAction }) in parent MechanicsModuleAssembly.jsx","ArgumentSelect onChange inline handler calling patchDomainAction({ enabled: true, type: ""LOCATION_TRANSITION"", destinationArgumentName })","invocation.arguments prop, filtered via getMechanicsCommandDomainArgumentOptions","domainAction.type !== ""NONE"" AND flags.usesConnectedLocation (type is LOCATION_TRANSITION), else the sibling Active Journey Operation select renders instead","Help text states the shared Location planner and applicator revalidate route, access, distance and destination before mutation; this select is described as an early parsing hint only."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Participant Condition Arguments (conditional),Condition Text Argument,select,"empty string, or slugified retained/first text argument name set on type change",conditional (required when type is PARTICIPANT_CONDITION_APPLY or PARTICIPANT_CONDITION_REMOVE),options limited to invocation arguments of type TEXT; value slugified on normalization; missing selection surfaces missingBindingMessage,"patchDomainAction -> patchMechanicsCommandDomainAction -> emit -> onChange prop -> onPatchCommand(commandIndex, { domainAction }) in parent MechanicsModuleAssembly.jsx","ArgumentSelect onChange inline handler calling patchDomainAction({ enabled: true, type: domainAction.type, conditionArgumentName })","invocation.arguments prop, filtered via getMechanicsCommandDomainArgumentOptions","domainAction.type !== ""NONE"" AND flags.usesParticipantCondition",NONE
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Participant Condition Arguments (conditional),Present Character Argument,select,"empty string, or slugified retained/first present-character argument name set on type change",conditional (required when type is PARTICIPANT_CONDITION_APPLY or PARTICIPANT_CONDITION_REMOVE),options limited to invocation arguments of type CHARACTER_PRESENT; value slugified on normalization; missing selection surfaces missingBindingMessage,"patchDomainAction -> patchMechanicsCommandDomainAction -> emit -> onChange prop -> onPatchCommand(commandIndex, { domainAction }) in parent MechanicsModuleAssembly.jsx","ArgumentSelect onChange inline handler calling patchDomainAction({ enabled: true, type: domainAction.type, targetArgumentName })","invocation.arguments prop, filtered via getMechanicsCommandDomainArgumentOptions","domainAction.type !== ""NONE"" AND flags.usesParticipantCondition (type is PARTICIPANT_CONDITION_APPLY or PARTICIPANT_CONDITION_REMOVE)",Rendered alongside the Condition Text Argument select as a pair required together.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Placement (conditional),Placement Argument,select,"empty string, or domainAction.placementArgumentName set to first text argument or literal ""placement"" on type change","conditional (required when flags.requiresPlacement, i.e. type is ITEM_STORE or ITEM_PLACE)",options limited to invocation arguments of type TEXT; value slugified on normalization,"patchDomainAction -> patchMechanicsCommandDomainAction -> emit -> onChange prop -> onPatchCommand(commandIndex, { domainAction }) in parent MechanicsModuleAssembly.jsx","ArgumentSelect onChange inline handler calling patchDomainAction({ enabled: true, type: domainAction.type, placementArgumentName })","invocation.arguments prop, filtered via getMechanicsCommandDomainArgumentOptions",flags.requiresPlacement is true (domainAction.type is ITEM_STORE or ITEM_PLACE),"Help text suggests phrases such as in pants pocket, in the tool chest, or on the workbench."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-domain-actions/MechanicsCommandDomainActions.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Domain Actions > Quantity (conditional),Quantity Argument,select,"empty string (domainAction.quantityArgumentName, no auto-populated default even after type change since changeMechanicsCommandDomainActionType leaves it as domainAction.quantityArgumentName || """")",no (help text says Optional),options limited to invocation arguments of type NUMBER; value slugified on normalization if present,"patchDomainAction -> patchMechanicsCommandDomainAction -> emit -> onChange prop -> onPatchCommand(commandIndex, { domainAction }) in parent MechanicsModuleAssembly.jsx","ArgumentSelect onChange inline handler calling patchDomainAction({ enabled: true, type: ""ITEM_CONSUME"", quantityArgumentName })","invocation.arguments prop, filtered via getMechanicsCommandDomainArgumentOptions",flags.supportsQuantity is true (domainAction.type is ITEM_CONSUME),Placeholder text reads Default quantity: 1; help text gives example command /consume potion 2.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffects.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects,Add Attempt Effect / Add Effect,button,NONE,no,NONE,"addEffect prop from useMechanicsCommandEffectsViewModel, which calls createMechanicsCommandEffectsController.addEffect, which calls addMechanicsCommandEffect(safeEffects, { type: variant.defaultType, idPrefix: variant.idPrefix }) then onChange prop with the appended array; onChange terminates at parent MechanicsModuleAssembly.jsx (outside this unit, not read)",onClick={addEffect},in-memory effects array via onChange prop,ALWAYS,"Label text is variant.addLabel: 'Add Attempt Effect' for ATTEMPT variant list, 'Add Effect' for BASE variant list. New effect defaults to type METER_DELTA (ATTEMPT) or FLAG_SET (BASE) per MECHANICS_COMMAND_EFFECT_LIST_VARIANTS, with a unique auto-generated id such as attempt_effect_N or effect_N."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card,Effect ID,text,"effect_1 (via normalizeMechanicsEffectIdentifier fallback), fixture example set_effect_test_flag",yes,"normalized by normalizeMechanicsEffectIdentifier: lowercased, non [a-z0-9._:-] chars collapsed to underscore, trimmed of leading/trailing underscores, falls back to effect_{index+1} if empty","patchEffect prop (onPatch), which in MechanicsCommandEffects.jsx is onPatch from MechanicsCommandEffectsView calling patchEffect(effectIndex, patch) from useMechanicsCommandEffectsViewModel, which calls createMechanicsCommandEffectsController.patchEffect which calls onChange prop with the full patched effects array. The onChange prop is supplied by the parent MechanicsModuleAssembly.jsx (outside this unit, not read), so persistence beyond onChange could not be traced further within this unit's files.","onChange inline arrow in TextField wired to patchEffect({ id: normalizeMechanicsEffectIdentifier(value, ...) })","in-memory effects array passed as props.effects; no direct fetch/client call in this unit, write boundary is the onChange prop into the parent",ALWAYS,Uses shared TextField subcomponent defined in this file.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card,Effect Reason,textarea,empty string (normalizeString of reason/summary/description),no,none beyond string trim in normalizeString,"patchEffect prop, chain terminates at parent onChange",inline onChange calling patchEffect({ reason: event.target.value }),in-memory effects array via onChange prop,ALWAYS,"rows=2, placeholder 'Describe why this Mechanics effect occurs.'"
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card,Effect Type,select,FLAG_SET (fallback in normalizeMechanicsCommandEffect when type not recognized); variant default types are METER_DELTA for ATTEMPT list and FLAG_SET for BASE list per MECHANICS_COMMAND_EFFECT_LIST_VARIANTS,yes,"must be one of MECHANICS_COMMAND_EFFECT_TYPES enum (METER_DELTA, FLAG_SET, FLAG_CLEAR, COUNTER_INCREMENT, COUNTER_SET, STAGE_SET, PROGRESSION_RECONCILE); unrecognized values fall back to FLAG_SET","patchEffect prop, same chain as Effect ID row, terminating at the onChange prop supplied by parent MechanicsModuleAssembly.jsx","inline onChange handler calling patchEffect(normalizeMechanicsCommandEffect({...safeEffect, type: event.target.value}, event.target.value))","in-memory effects array via onChange prop, same boundary as above",ALWAYS,"Changing type re-normalizes the whole effect object, which can reset type-specific fields such as delta, amount, value, valueBinding, progressionProfile."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card,Mechanics State ID,text,empty string (normalizeString of targetId/target_id),conditional,normalized via normalizeMechanicsEffectIdentifier; for PROGRESSION_RECONCILE this field is overwritten by the progression profile's rankValueId during normalization so effectively read-only there in practice though the input remains editable,"patchEffect prop, same chain, terminating at onChange prop from parent MechanicsModuleAssembly.jsx","inline onChange calling patchEffect({ targetId: normalizeMechanicsEffectIdentifier(value, value) })",in-memory effects array via onChange prop,ALWAYS,"For PROGRESSION_RECONCILE effects normalizeMechanicsCommandEffect forces targetId to equal progressionProfile.rankValueId after any patch, so edits here can be overwritten on next normalization pass."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card,Remove,button,NONE,no,NONE,"removeEffect prop, wired in MechanicsCommandEffects.view.jsx to onRemove which calls removeEffect(effectIndex) from useMechanicsCommandEffectsViewModel, which calls createMechanicsCommandEffectsController.removeEffect, which calls removeMechanicsCommandEffect(safeEffects, effectIndex) then onChange prop with the filtered array; onChange terminates at the parent MechanicsModuleAssembly.jsx (outside this unit, not read)",onClick={removeEffect},in-memory effects array via onChange prop,ALWAYS,Icon-only intent reinforced with Remove text label and title attribute; no confirmation dialog before removal.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Effect Value,Amount (COUNTER_INCREMENT),text,1 (effect.amount ?? 1),yes,"parsed via normalizeNumber, non-finite falls back to 1; input type=number","onPatch prop, chain terminates at parent onChange","inline onChange calling onPatch({ amount: normalizeNumber(value, 1) })",in-memory effects array via onChange prop,effect.type === 'COUNTER_INCREMENT',None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Effect Value,Delta (METER_DELTA),text,"1 (effect.delta ?? effect.amount ?? 1), fixture example 1",yes,"parsed via normalizeNumber, non-finite falls back to 0; input type=number","onPatch prop in fixedValueField/TextField, chain terminates at parent onChange","inline onChange calling onPatch({ delta, amount: delta }) where delta = normalizeNumber(value, 0)",in-memory effects array via onChange prop,effect.type === 'METER_DELTA' (rendered as the fixed value field; also reachable inside the numeric value-binding block when valueBinding.mode === 'FIXED'),"Same fixedValueField() function is reused both as the sole value field and nested inside the binding block when mode is FIXED, counted once here."
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Effect Value,Value (COUNTER_SET),text,0 (effect.value ?? 0),yes,"parsed via normalizeNumber, non-finite falls back to 0; input type=number","onPatch prop, chain terminates at parent onChange","inline onChange calling onPatch({ value: normalizeNumber(value, 0) })",in-memory effects array via onChange prop,effect.type === 'COUNTER_SET',None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Effect Value,Value (STAGE_SET / default fallback text value),text,empty string (String(effect.value ?? '')),no,"none, plain string passthrough","onPatch prop, chain terminates at parent onChange",inline onChange calling onPatch({ value }),in-memory effects array via onChange prop,"effect.type is anything other than PROGRESSION_RECONCILE, FLAG_CLEAR, FLAG_SET, METER_DELTA, COUNTER_INCREMENT, COUNTER_SET, i.e. effectively STAGE_SET",Placeholder text is 'ready'.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Effect Value,"Value (true/false, FLAG_SET)",select,true,yes,"enum true/false, coerced via effect.value === false ? 'false' : 'true'","onPatch prop in EffectValueFields, chain terminates at parent onChange",inline onChange calling onPatch({ value: event.target.value === 'true' }),in-memory effects array via onChange prop,effect.type === 'FLAG_SET',None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Numeric Value Binding,Divisor,text,1 (valueBinding.divisor),no,"parsed via normalizeNumber with fallback 1; if normalized value is 0 (falsy) it is coerced back to 1 to avoid divide-by-zero (normalizeNumber(value, 1) || 1); input type=number","onPatch prop via patchValueBinding, chain terminates at parent onChange","inline onChange calling patchValueBinding({ divisor: normalizeNumber(value, 1) || 1 })",in-memory effects array via onChange prop,supportsCommandEffectValueBinding(effect.type) is true and valueBinding.mode === 'ARGUMENT',Divisor cannot be saved as 0 due to the || 1 guard.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Numeric Value Binding,Maximum Bound Value,text,null (valueBinding.maxValue ?? ''),no,"parsed via normalizeNumber when non-empty, empty string maps to null; input type=number, placeholder 'Optional'","onPatch prop via patchValueBinding, chain terminates at parent onChange","inline onChange calling patchValueBinding({ maxValue: value === '' ? null : normalizeNumber(value, 0) })",in-memory effects array via onChange prop,supportsCommandEffectValueBinding(effect.type) is true and valueBinding.mode === 'ARGUMENT',None.
C,components/studio/my-creations/edit/sections/mechanics-modules/mechanics-command-effects/MechanicsCommandEffectCard.view.jsx,Studio > My Creations > Edit > Mechanics Module > Mechanics Command Effects > Effect Card > Numeric Value Binding,Minimum Bound Value,text,null (valueBinding.minValue ?? ''),no,"parsed via normalizeNumber when non-empty, empty string maps to null; input type=number, placeholder 'Optional'","onPatch prop via patchValueBinding, chain terminates at parent onChange","inline onChange calling patchValueBinding({ minValue: value === '' ? null : normalizeNumber(value, 0) })",in-memory effects array via onChange prop,supportsCommandEffectValueBinding(effect.type) is true and valueBinding.mode === 'ARGUMENT',None.
